id,latitudes,longitude
0,0.000000,0.000000
0,60.107452,19.923647
0,60.107452,19.923647
0,60.107452,19.923647
0,60.107452,19.923645
0,60.107460,19.923643
0,60.107464,19.923639
0,60.107471,19.923632
0,60.107475,19.923624
0,60.107483,19.923615
0,60.107491,19.923603
0,60.107498,19.923594
0,60.107506,19.923580
0,60.107510,19.923567
0,60.107517,19.923555
0,60.107521,19.923542
0,60.107525,19.923529
0,60.107529,19.923513
0,60.107536,19.923500
0,60.107540,19.923487
0,60.107544,19.923471
0,60.107544,19.923456
0,60.107548,19.923439
0,60.107552,19.923424
0,60.107555,19.923409
0,60.107555,19.923393
0,60.107559,19.923380
0,60.107559,19.923367
0,60.107563,19.923353
0,60.107563,19.923338
0,60.107567,19.923326
0,60.107567,19.923313
0,60.107567,19.923300
0,60.107567,19.923285
0,60.107571,19.923271
0,60.107571,19.923260
0,60.107571,19.923246
0,60.107571,19.923231
0,60.107571,19.923218
0,60.107571,19.923206
0,60.107574,19.923193
0,60.107574,19.923178
0,60.107574,19.923164
0,60.107574,19.923153
0,60.107574,19.923140
0,60.107574,19.923124
0,60.107574,19.923113
0,60.107578,19.923100
0,60.107578,19.923086
0,60.107578,19.923071
0,60.107578,19.923058
0,60.107578,19.923046
0,60.107578,19.923033
0,60.107578,19.923019
0,60.107582,19.923004
0,60.107582,19.922993
0,60.107582,19.922979
0,60.107582,19.922966
0,60.107582,19.922951
0,60.107582,19.922939
0,60.107582,19.922926
0,60.107586,19.922913
0,60.107586,19.922899
0,60.107586,19.922888
0,60.107586,19.922874
0,60.107586,19.922861
0,60.107586,19.922848
0,60.107586,19.922834
0,60.107590,19.922821
0,60.107590,19.922808
0,60.107590,19.922794
0,60.107590,19.922781
0,60.107590,19.922768
0,60.107590,19.922754
0,60.107590,19.922741
0,60.107594,19.922726
0,60.107594,19.922712
0,60.107594,19.922701
0,60.107594,19.922688
0,60.107594,19.922672
0,60.107594,19.922661
0,60.107594,19.922647
0,60.107594,19.922636
0,60.107597,19.922621
0,60.107597,19.922607
0,60.107597,19.922594
0,60.107597,19.922581
0,60.107597,19.922565
0,60.107597,19.922552
0,60.107597,19.922541
0,60.107601,19.922527
0,60.107601,19.922514
0,60.107601,19.922501
0,60.107601,19.922487
0,60.107601,19.922474
0,60.107601,19.922461
0,60.107601,19.922445
0,60.107601,19.922432
0,60.107605,19.922419
0,60.107605,19.922407
0,60.107605,19.922392
0,60.107605,19.922379
0,60.107605,19.922365
0,60.107605,19.922352
0,60.107605,19.922338
0,60.107609,19.922325
0,60.107609,19.922312
0,60.107609,19.922298
0,60.107609,19.922285
0,60.107605,19.922274
0,60.107605,19.922262
0,60.107605,19.922249
0,60.107601,19.922237
0,60.107601,19.922226
0,60.107597,19.922215
0,60.107597,19.922203
0,60.107594,19.922192
0,60.107594,19.922182
0,60.107590,19.922171
0,60.107586,19.922161
0,60.107582,19.922150
0,60.107582,19.922142
0,60.107578,19.922131
0,60.107574,19.922121
0,60.107571,19.922112
0,60.107567,19.922104
0,60.107563,19.922096
0,60.107559,19.922087
0,60.107559,19.922079
0,60.107555,19.922070
0,60.107552,19.922062
0,60.107548,19.922054
0,60.107544,19.922047
0,60.107540,19.922039
0,60.107536,19.922031
0,60.107533,19.922024
0,60.107529,19.922018
0,60.107525,19.922010
0,60.107521,19.922003
0,60.107517,19.921997
0,60.107513,19.921989
0,60.107510,19.921984
0,60.107506,19.921976
0,60.107502,19.921970
0,60.107498,19.921965
0,60.107494,19.921959
0,60.107494,19.921951
0,60.107491,19.921946
0,60.107487,19.921938
0,60.107483,19.921930
0,60.107479,19.921925
0,60.107475,19.921917
0,60.107471,19.921911
0,60.107468,19.921904
0,60.107464,19.921898
0,60.107460,19.921890
0,60.107460,19.921883
0,60.107456,19.921875
0,60.107452,19.921867
0,60.107449,19.921860
0,60.107445,19.921854
0,60.107441,19.921846
0,60.107437,19.921839
0,60.107433,19.921829
0,60.107433,19.921822
0,60.107430,19.921814
0,60.107426,19.921806
0,60.107422,19.921801
0,60.107418,19.921791
0,60.107414,19.921783
0,60.107410,19.921776
0,60.107410,19.921768
0,60.107407,19.921761
0,60.107403,19.921753
0,60.107399,19.921745
0,60.107395,19.921738
0,60.107391,19.921730
0,60.107388,19.921721
0,60.107384,19.921713
0,60.107384,19.921705
0,60.107380,19.921698
0,60.107376,19.921690
0,60.107372,19.921682
0,60.107368,19.921673
0,60.107365,19.921667
0,60.107361,19.921658
0,60.107357,19.921650
0,60.107357,19.921642
0,60.107353,19.921635
0,60.107349,19.921625
0,60.107346,19.921619
0,60.107342,19.921610
0,60.107338,19.921602
0,60.107334,19.921595
0,60.107330,19.921585
0,60.107327,19.921579
0,60.107327,19.921570
0,60.107323,19.921562
0,60.107319,19.921555
0,60.107315,19.921547
0,60.107311,19.921537
0,60.107307,19.921532
0,60.107304,19.921522
0,60.107300,19.921515
0,60.107296,19.921507
0,60.107292,19.921499
0,60.107292,19.921492
0,60.107288,19.921484
0,60.107285,19.921476
0,60.107281,19.921469
0,60.107277,19.921459
0,60.107273,19.921452
0,60.107269,19.921444
0,60.107265,19.921436
0,60.107265,19.921429
0,60.107262,19.921421
0,60.107258,19.921413
0,60.107254,19.921406
0,60.107250,19.921398
0,60.107246,19.921391
0,60.107243,19.921381
0,60.107239,19.921373
0,60.107235,19.921366
0,60.107235,19.921358
0,60.107231,19.921350
0,60.107227,19.921343
0,60.107224,19.921335
0,60.107220,19.921328
0,60.107216,19.921318
0,60.107212,19.921310
0,60.107208,19.921303
0,60.107208,19.921295
0,60.107204,19.921288
0,60.107201,19.921280
0,60.107197,19.921270
0,60.107193,19.921263
0,60.107189,19.921255
0,60.107185,19.921247
0,60.107182,19.921240
0,60.107178,19.921232
0,60.107178,19.921225
0,60.107174,19.921217
0,60.107170,19.921209
0,60.107166,19.921200
0,60.107162,19.921192
0,60.107159,19.921185
0,60.107155,19.921177
0,60.107151,19.921169
0,60.107147,19.921162
0,60.107143,19.921152
0,60.107143,19.921146
0,60.107140,19.921137
0,60.107136,19.921129
0,60.107132,19.921122
0,60.107128,19.921114
0,60.107124,19.921106
0,60.107121,19.921099
0,60.107117,19.921091
0,60.107117,19.921083
0,60.107113,19.921076
0,60.107109,19.921066
0,60.107105,19.921061
0,60.107101,19.921053
0,60.107098,19.921043
0,60.107094,19.921038
0,60.107090,19.921028
0,60.107086,19.921021
0,60.107086,19.921013
0,60.107082,19.921005
0,60.107079,19.921000
0,60.107075,19.920990
0,60.107071,19.920982
0,60.107067,19.920975
0,60.107063,19.920969
0,60.107063,19.920961
0,60.107059,19.920954
0,60.107056,19.920946
0,60.107052,19.920938
0,60.107048,19.920931
0,60.107044,19.920923
0,60.107040,19.920914
0,60.107037,19.920908
0,60.107037,19.920898
0,60.107033,19.920891
0,60.107029,19.920883
0,60.107025,19.920876
0,60.107021,19.920868
0,60.107018,19.920860
0,60.107014,19.920853
0,60.107010,19.920845
0,60.107006,19.920837
0,60.107006,19.920830
0,60.107002,19.920820
0,60.106998,19.920813
0,60.106995,19.920805
0,60.106991,19.920799
0,60.106987,19.920795
0,60.106983,19.920790
0,60.106979,19.920788
0,60.106976,19.920784
0,60.106976,19.920782
0,60.106972,19.920780
0,60.106968,19.920780
0,60.106964,19.920778
0,60.106964,19.920778
0,60.106960,19.920780
0,60.106960,19.920780
0,60.106956,19.920780
0,60.106956,19.920780
0,60.106953,19.920782
0,60.106953,19.920784
0,60.106949,19.920784
0,60.106949,19.920786
0,60.106945,19.920788
0,60.106945,19.920790
0,60.106941,19.920792
0,60.106941,19.920795
0,60.106937,19.920797
0,60.106937,19.920801
0,60.106934,19.920803
0,60.106934,19.920807
0,60.106930,19.920811
0,60.106926,19.920816
0,60.106926,19.920820
0,60.106922,19.920826
0,60.106918,19.920830
0,60.106918,19.920835
0,60.106915,19.920841
0,60.106911,19.920847
0,60.106911,19.920855
0,60.106907,19.920860
0,60.106903,19.920868
0,60.106899,19.920874
0,60.106899,19.920881
0,60.106895,19.920889
0,60.106892,19.920897
0,60.106888,19.920904
0,60.106884,19.920910
0,60.106884,19.920919
0,60.106880,19.920927
0,60.106876,19.920935
0,60.106873,19.920942
0,60.106869,19.920950
0,60.106869,19.920959
0,60.106865,19.920967
0,60.106861,19.920975
0,60.106857,19.920984
0,60.106853,19.920992
0,60.106850,19.921000
0,60.106850,19.921007
0,60.106846,19.921017
0,60.106842,19.921024
0,60.106838,19.921032
0,60.106834,19.921040
0,60.106831,19.921049
0,60.106827,19.921057
0,60.106823,19.921064
0,60.106819,19.921070
0,60.106819,19.921078
0,60.106815,19.921085
0,60.106812,19.921091
0,60.106808,19.921099
0,60.106804,19.921106
0,60.106800,19.921114
0,60.106796,19.921120
0,60.106792,19.921127
0,60.106789,19.921133
0,60.106785,19.921141
0,60.106781,19.921148
0,60.106777,19.921154
0,60.106777,19.921162
0,60.106773,19.921167
0,60.106770,19.921173
0,60.106766,19.921181
0,60.106762,19.921188
0,60.106758,19.921194
0,60.106754,19.921202
0,60.106750,19.921209
0,60.106747,19.921215
0,60.106747,19.921221
0,60.106743,19.921228
0,60.106739,19.921236
0,60.106735,19.921242
0,60.106731,19.921247
0,60.106728,19.921255
0,60.106724,19.921263
0,60.106720,19.921268
0,60.106716,19.921276
0,60.106712,19.921284
0,60.106709,19.921289
0,60.106709,19.921295
0,60.106705,19.921303
0,60.106701,19.921310
0,60.106697,19.921316
0,60.106693,19.921322
0,60.106689,19.921329
0,60.106686,19.921335
0,60.106682,19.921343
0,60.106682,19.921349
0,60.106678,19.921356
0,60.106674,19.921364
0,60.106670,19.921370
0,60.106667,19.921375
0,60.106663,19.921383
0,60.106659,19.921391
0,60.106655,19.921398
0,60.106651,19.921404
0,60.106651,19.921412
0,60.106647,19.921419
0,60.106644,19.921427
0,60.106640,19.921432
0,60.106636,19.921440
0,60.106632,19.921448
0,60.106628,19.921455
0,60.106625,19.921463
0,60.106625,19.921471
0,60.106621,19.921478
0,60.106617,19.921486
0,60.106613,19.921494
0,60.106609,19.921501
0,60.106606,19.921509
0,60.106606,19.921516
0,60.106602,19.921524
0,60.106598,19.921532
0,60.106594,19.921539
0,60.106590,19.921549
0,60.106586,19.921556
0,60.106583,19.921564
0,60.106579,19.921572
0,60.106579,19.921579
0,60.106575,19.921587
0,60.106571,19.921595
0,60.106567,19.921602
0,60.106564,19.921610
0,60.106560,19.921618
0,60.106556,19.921625
0,60.106552,19.921633
0,60.106552,19.921640
0,60.106548,19.921648
0,60.106544,19.921658
0,60.106541,19.921663
0,60.106537,19.921671
0,60.106533,19.921680
0,60.106529,19.921688
0,60.106525,19.921696
0,60.106525,19.921703
0,60.106522,19.921711
0,60.106518,19.921719
0,60.106514,19.921726
0,60.106510,19.921734
0,60.106506,19.921741
0,60.106503,19.921751
0,60.106499,19.921759
0,60.106499,19.921764
0,60.106495,19.921774
0,60.106491,19.921782
0,60.106487,19.921789
0,60.106483,19.921797
0,60.106480,19.921804
0,60.106476,19.921812
0,60.106472,19.921820
0,60.106472,19.921827
0,60.106468,19.921835
0,60.106464,19.921843
0,60.106461,19.921852
0,60.106457,19.921860
0,60.106453,19.921865
0,60.106449,19.921875
0,60.106445,19.921883
0,60.106445,19.921890
0,60.106441,19.921898
0,60.106438,19.921906
0,60.106434,19.921913
0,60.106430,19.921921
0,60.106426,19.921928
0,60.106422,19.921936
0,60.106419,19.921944
0,60.106419,19.921951
0,60.106415,19.921959
0,60.106411,19.921967
0,60.106407,19.921974
0,60.106403,19.921982
0,60.106400,19.921989
0,60.106396,19.921997
0,60.106396,19.922005
0,60.106392,19.922012
0,60.106388,19.922020
0,60.106384,19.922028
0,60.106380,19.922035
0,60.106377,19.922043
0,60.106373,19.922050
0,60.106373,19.922058
0,60.106369,19.922066
0,60.106365,19.922073
0,60.106361,19.922081
0,60.106358,19.922089
0,60.106354,19.922096
0,60.106350,19.922102
0,60.106346,19.922108
0,60.106342,19.922112
0,60.106342,19.922115
0,60.106339,19.922117
0,60.106335,19.922119
0,60.106331,19.922121
0,60.106331,19.922121
0,60.106327,19.922121
0,60.106323,19.922121
0,60.106323,19.922121
0,60.106319,19.922121
0,60.106319,19.922121
0,60.106316,19.922119
0,60.106316,19.922119
0,60.106312,19.922117
0,60.106312,19.922115
0,60.106308,19.922115
0,60.106308,19.922113
0,60.106308,19.922112
0,60.106304,19.922108
0,60.106300,19.922106
0,60.106300,19.922104
0,60.106297,19.922100
0,60.106297,19.922096
0,60.106293,19.922092
0,60.106293,19.922089
0,60.106289,19.922085
0,60.106285,19.922079
0,60.106281,19.922075
0,60.106281,19.922070
0,60.106277,19.922064
0,60.106274,19.922058
0,60.106274,19.922052
0,60.106270,19.922047
0,60.106266,19.922039
0,60.106262,19.922031
0,60.106258,19.922026
0,60.106258,19.922018
0,60.106255,19.922010
0,60.106251,19.922003
0,60.106247,19.921997
0,60.106243,19.921988
0,60.106243,19.921980
0,60.106239,19.921972
0,60.106236,19.921965
0,60.106232,19.921955
0,60.106228,19.921947
0,60.106224,19.921938
0,60.106224,19.921932
0,60.106220,19.921923
0,60.106216,19.921915
0,60.106213,19.921907
0,60.106209,19.921900
0,60.106205,19.921892
0,60.106201,19.921883
0,60.106197,19.921875
0,60.106194,19.921867
0,60.106194,19.921860
0,60.106190,19.921852
0,60.106186,19.921844
0,60.106182,19.921837
0,60.106178,19.921827
0,60.106174,19.921822
0,60.106171,19.921814
0,60.106167,19.921806
0,60.106163,19.921799
0,60.106159,19.921791
0,60.106155,19.921783
0,60.106152,19.921776
0,60.106148,19.921770
0,60.106148,19.921762
0,60.106144,19.921755
0,60.106140,19.921747
0,60.106136,19.921741
0,60.106133,19.921734
0,60.106129,19.921726
0,60.106125,19.921719
0,60.106121,19.921711
0,60.106117,19.921705
0,60.106113,19.921698
0,60.106110,19.921690
0,60.106106,19.921684
0,60.106106,19.921677
0,60.106102,19.921669
0,60.106098,19.921663
0,60.106094,19.921656
0,60.106091,19.921648
0,60.106087,19.921640
0,60.106083,19.921633
0,60.106079,19.921627
0,60.106075,19.921619
0,60.106071,19.921612
0,60.106068,19.921606
0,60.106064,19.921598
0,60.106060,19.921591
0,60.106056,19.921583
0,60.106056,19.921577
0,60.106052,19.921570
0,60.106049,19.921562
0,60.106045,19.921555
0,60.106041,19.921549
0,60.106037,19.921541
0,60.106033,19.921534
0,60.106030,19.921528
0,60.106026,19.921520
0,60.106022,19.921513
0,60.106018,19.921507
0,60.106014,19.921499
0,60.106014,19.921494
0,60.106010,19.921486
0,60.106007,19.921478
0,60.106003,19.921471
0,60.105999,19.921463
0,60.105995,19.921457
0,60.105991,19.921450
0,60.105988,19.921444
0,60.105984,19.921436
0,60.105980,19.921429
0,60.105980,19.921423
0,60.105976,19.921415
0,60.105972,19.921408
0,60.105968,19.921400
0,60.105965,19.921394
0,60.105961,19.921387
0,60.105957,19.921379
0,60.105953,19.921373
0,60.105949,19.921366
0,60.105946,19.921358
0,60.105942,19.921350
0,60.105938,19.921343
0,60.105934,19.921337
0,60.105934,19.921329
0,60.105930,19.921324
0,60.105927,19.921316
0,60.105923,19.921309
0,60.105919,19.921301
0,60.105915,19.921295
0,60.105911,19.921288
0,60.105907,19.921280
0,60.105904,19.921272
0,60.105900,19.921265
0,60.105896,19.921259
0,60.105892,19.921251
0,60.105888,19.921246
0,60.105885,19.921238
0,60.105885,19.921230
0,60.105881,19.921225
0,60.105877,19.921217
0,60.105873,19.921209
0,60.105869,19.921204
0,60.105865,19.921196
0,60.105862,19.921188
0,60.105858,19.921183
0,60.105854,19.921175
0,60.105850,19.921169
0,60.105850,19.921162
0,60.105846,19.921154
0,60.105843,19.921148
0,60.105839,19.921141
0,60.105835,19.921133
0,60.105831,19.921125
0,60.105827,19.921120
0,60.105824,19.921112
0,60.105820,19.921106
0,60.105816,19.921099
0,60.105812,19.921093
0,60.105808,19.921085
0,60.105804,19.921078
0,60.105804,19.921070
0,60.105801,19.921064
0,60.105797,19.921057
0,60.105793,19.921051
0,60.105789,19.921043
0,60.105785,19.921036
0,60.105782,19.921030
0,60.105778,19.921022
0,60.105774,19.921015
0,60.105770,19.921009
0,60.105766,19.921001
0,60.105766,19.920996
0,60.105762,19.920988
0,60.105759,19.920980
0,60.105755,19.920975
0,60.105751,19.920967
0,60.105747,19.920961
0,60.105743,19.920954
0,60.105740,19.920948
0,60.105736,19.920940
0,60.105732,19.920933
0,60.105728,19.920925
0,60.105728,19.920919
0,60.105724,19.920912
0,60.105721,19.920906
0,60.105717,19.920898
0,60.105713,19.920893
0,60.105709,19.920885
0,60.105705,19.920877
0,60.105701,19.920870
0,60.105698,19.920864
0,60.105694,19.920856
0,60.105690,19.920851
0,60.105690,19.920843
0,60.105686,19.920835
0,60.105682,19.920830
0,60.105679,19.920822
0,60.105675,19.920816
0,60.105671,19.920809
0,60.105667,19.920801
0,60.105663,19.920794
0,60.105659,19.920788
0,60.105656,19.920780
0,60.105652,19.920774
0,60.105648,19.920767
0,60.105644,19.920759
0,60.105640,19.920752
0,60.105640,19.920746
0,60.105637,19.920738
0,60.105633,19.920732
0,60.105629,19.920725
0,60.105625,19.920717
0,60.105621,19.920712
0,60.105618,19.920704
0,60.105614,19.920698
0,60.105610,19.920691
0,60.105606,19.920683
0,60.105602,19.920677
0,60.105602,19.920670
0,60.105598,19.920662
0,60.105595,19.920656
0,60.105591,19.920650
0,60.105587,19.920643
0,60.105583,19.920635
0,60.105579,19.920630
0,60.105576,19.920622
0,60.105572,19.920614
0,60.105568,19.920609
0,60.105564,19.920601
0,60.105564,19.920595
0,60.105560,19.920588
0,60.105556,19.920580
0,60.105553,19.920574
0,60.105549,19.920567
0,60.105545,19.920561
0,60.105541,19.920553
0,60.105537,19.920546
0,60.105534,19.920540
0,60.105530,19.920532
0,60.105526,19.920527
0,60.105522,19.920519
0,60.105522,19.920513
0,60.105518,19.920506
0,60.105515,19.920500
0,60.105511,19.920496
0,60.105507,19.920492
0,60.105503,19.920490
0,60.105499,19.920488
0,60.105495,19.920486
0,60.105495,19.920485
0,60.105492,19.920485
0,60.105488,19.920485
0,60.105488,19.920485
0,60.105484,19.920486
0,60.105484,19.920486
0,60.105480,19.920486
0,60.105480,19.920488
0,60.105476,19.920490
0,60.105476,19.920490
0,60.105473,19.920492
0,60.105473,19.920494
0,60.105473,19.920496
0,60.105469,19.920498
0,60.105469,19.920502
0,60.105465,19.920504
0,60.105461,19.920507
0,60.105461,19.920511
0,60.105457,19.920515
0,60.105457,19.920519
0,60.105453,19.920523
0,60.105450,19.920527
0,60.105450,19.920532
0,60.105446,19.920538
0,60.105442,19.920544
0,60.105442,19.920549
0,60.105438,19.920555
