id,latitudes,longitude
0,60.105434,19.920561
0,60.105431,19.920568
0,60.105431,19.920574
0,60.105427,19.920582
0,60.105423,19.920589
0,60.105419,19.920595
0,60.105419,19.920603
0,60.105415,19.920610
0,60.105412,19.920620
0,60.105408,19.920628
0,60.105404,19.920635
0,60.105404,19.920643
0,60.105400,19.920650
0,60.105396,19.920660
0,60.105392,19.920668
0,60.105389,19.920675
0,60.105385,19.920683
0,60.105385,19.920692
0,60.105381,19.920700
0,60.105377,19.920708
0,60.105373,19.920717
0,60.105370,19.920725
0,60.105366,19.920732
0,60.105362,19.920740
0,60.105358,19.920748
0,60.105354,19.920755
0,60.105354,19.920763
0,60.105350,19.920771
0,60.105347,19.920778
0,60.105343,19.920784
0,60.105339,19.920792
0,60.105335,19.920799
0,60.105331,19.920805
0,60.105328,19.920813
0,60.105324,19.920818
0,60.105320,19.920826
0,60.105316,19.920834
0,60.105316,19.920839
0,60.105312,19.920847
0,60.105309,19.920855
0,60.105305,19.920862
0,60.105301,19.920868
0,60.105297,19.920876
0,60.105293,19.920881
0,60.105289,19.920889
0,60.105286,19.920897
0,60.105286,19.920902
0,60.105282,19.920910
0,60.105278,19.920916
0,60.105274,19.920923
0,60.105270,19.920931
0,60.105267,19.920938
0,60.105263,19.920944
0,60.105259,19.920952
0,60.105255,19.920958
0,60.105251,19.920965
0,60.105247,19.920973
0,60.105247,19.920979
0,60.105244,19.920986
0,60.105240,19.920992
0,60.105236,19.921000
0,60.105232,19.921007
0,60.105228,19.921013
0,60.105225,19.921021
0,60.105221,19.921028
0,60.105217,19.921036
0,60.105217,19.921041
0,60.105213,19.921049
0,60.105209,19.921055
0,60.105206,19.921061
0,60.105202,19.921068
0,60.105198,19.921076
0,60.105194,19.921083
0,60.105190,19.921089
0,60.105186,19.921095
0,60.105186,19.921103
0,60.105183,19.921110
0,60.105179,19.921118
0,60.105175,19.921124
0,60.105171,19.921131
0,60.105167,19.921137
0,60.105164,19.921144
0,60.105160,19.921152
0,60.105156,19.921158
0,60.105152,19.921165
0,60.105152,19.921171
0,60.105148,19.921179
0,60.105145,19.921186
0,60.105141,19.921192
0,60.105137,19.921198
0,60.105133,19.921206
0,60.105129,19.921213
0,60.105125,19.921219
0,60.105122,19.921227
0,60.105122,19.921232
0,60.105118,19.921240
0,60.105114,19.921247
0,60.105110,19.921255
0,60.105106,19.921261
0,60.105103,19.921267
0,60.105099,19.921274
0,60.105095,19.921282
0,60.105091,19.921288
0,60.105091,19.921295
0,60.105087,19.921301
0,60.105083,19.921309
0,60.105080,19.921314
0,60.105076,19.921322
0,60.105072,19.921329
0,60.105068,19.921335
0,60.105064,19.921341
0,60.105061,19.921349
0,60.105061,19.921356
0,60.105057,19.921364
0,60.105053,19.921370
0,60.105049,19.921375
0,60.105045,19.921383
0,60.105042,19.921391
0,60.105038,19.921396
0,60.105034,19.921404
0,60.105030,19.921410
0,60.105026,19.921417
0,60.105026,19.921425
0,60.105022,19.921431
0,60.105019,19.921438
0,60.105015,19.921444
0,60.105011,19.921452
0,60.105007,19.921457
0,60.105003,19.921465
0,60.105000,19.921473
0,60.104996,19.921478
0,60.104996,19.921484
0,60.104992,19.921490
0,60.104988,19.921494
0,60.104984,19.921497
0,60.104980,19.921501
0,60.104977,19.921503
0,60.104977,19.921505
0,60.104973,19.921505
0,60.104969,19.921507
0,60.104965,19.921507
0,60.104965,19.921507
0,60.104961,19.921505
0,60.104961,19.921505
0,60.104958,19.921505
0,60.104958,19.921503
0,60.104954,19.921503
0,60.104954,19.921501
0,60.104954,19.921499
0,60.104950,19.921497
0,60.104950,19.921495
0,60.104946,19.921494
0,60.104946,19.921492
0,60.104942,19.921488
0,60.104942,19.921486
0,60.104939,19.921482
0,60.104935,19.921478
0,60.104935,19.921474
0,60.104931,19.921471
0,60.104927,19.921467
0,60.104927,19.921461
0,60.104923,19.921455
0,60.104919,19.921450
0,60.104916,19.921444
0,60.104916,19.921438
0,60.104912,19.921432
0,60.104908,19.921427
0,60.104904,19.921419
0,60.104904,19.921413
0,60.104900,19.921406
0,60.104897,19.921398
0,60.104893,19.921391
0,60.104889,19.921383
0,60.104889,19.921375
0,60.104885,19.921368
0,60.104881,19.921360
0,60.104877,19.921350
0,60.104874,19.921343
0,60.104874,19.921335
0,60.104870,19.921328
0,60.104866,19.921318
0,60.104862,19.921310
0,60.104858,19.921303
0,60.104855,19.921293
0,60.104851,19.921286
0,60.104847,19.921278
0,60.104843,19.921270
0,60.104843,19.921263
0,60.104839,19.921253
0,60.104836,19.921246
0,60.104832,19.921240
0,60.104828,19.921232
0,60.104824,19.921225
0,60.104820,19.921217
0,60.104816,19.921209
0,60.104813,19.921202
0,60.104809,19.921196
0,60.104805,19.921188
0,60.104801,19.921181
0,60.104797,19.921173
0,60.104794,19.921167
0,60.104794,19.921160
0,60.104790,19.921152
0,60.104786,19.921146
0,60.104782,19.921139
0,60.104778,19.921133
0,60.104774,19.921124
0,60.104771,19.921118
0,60.104767,19.921110
0,60.104763,19.921104
0,60.104759,19.921097
0,60.104755,19.921091
0,60.104752,19.921083
0,60.104748,19.921076
0,60.104744,19.921070
0,60.104744,19.921062
0,60.104740,19.921057
0,60.104736,19.921049
0,60.104733,19.921041
0,60.104729,19.921036
0,60.104725,19.921028
0,60.104721,19.921022
0,60.104717,19.921015
0,60.104713,19.921007
0,60.104710,19.921000
0,60.104706,19.920994
0,60.104702,19.920986
0,60.104702,19.920980
0,60.104698,19.920973
0,60.104694,19.920965
0,60.104691,19.920959
0,60.104687,19.920952
0,60.104683,19.920946
0,60.104679,19.920938
0,60.104675,19.920931
0,60.104671,19.920925
0,60.104668,19.920918
0,60.104664,19.920912
0,60.104664,19.920904
0,60.104660,19.920898
0,60.104656,19.920891
0,60.104652,19.920883
0,60.104649,19.920877
0,60.104645,19.920870
0,60.104641,19.920864
0,60.104637,19.920856
0,60.104633,19.920849
0,60.104630,19.920843
0,60.104626,19.920835
0,60.104622,19.920830
0,60.104618,19.920822
0,60.104614,19.920815
0,60.104614,19.920809
0,60.104610,19.920801
0,60.104607,19.920795
0,60.104603,19.920788
0,60.104599,19.920780
0,60.104595,19.920774
0,60.104591,19.920767
0,60.104588,19.920761
0,60.104584,19.920753
0,60.104580,19.920746
0,60.104576,19.920740
0,60.104572,19.920732
0,60.104572,19.920727
0,60.104568,19.920719
0,60.104565,19.920713
0,60.104561,19.920706
0,60.104557,19.920698
0,60.104553,19.920692
0,60.104549,19.920685
0,60.104546,19.920679
0,60.104542,19.920671
0,60.104538,19.920664
0,60.104534,19.920658
0,60.104530,19.920650
0,60.104527,19.920643
0,60.104527,19.920637
0,60.104523,19.920630
0,60.104519,19.920624
0,60.104515,19.920616
0,60.104511,19.920610
0,60.104507,19.920605
0,60.104504,19.920601
0,60.104500,19.920597
0,60.104496,19.920595
0,60.104496,19.920593
0,60.104492,19.920591
0,60.104488,19.920589
0,60.104485,19.920589
0,60.104485,19.920589
0,60.104481,19.920589
0,60.104481,19.920589
0,60.104477,19.920589
0,60.104477,19.920591
0,60.104473,19.920591
0,60.104473,19.920593
0,60.104469,19.920593
0,60.104469,19.920595
0,60.104465,19.920597
0,60.104465,19.920599
0,60.104462,19.920601
0,60.104462,19.920603
0,60.104458,19.920607
0,60.104458,19.920609
0,60.104454,19.920612
0,60.104454,19.920616
0,60.104450,19.920620
0,60.104446,19.920624
0,60.104446,19.920628
0,60.104443,19.920633
0,60.104443,19.920637
0,60.104439,19.920643
0,60.104435,19.920649
0,60.104431,19.920654
0,60.104431,19.920660
0,60.104427,19.920668
0,60.104424,19.920673
0,60.104420,19.920681
0,60.104420,19.920687
0,60.104416,19.920694
0,60.104412,19.920702
0,60.104408,19.920710
0,60.104408,19.920717
0,60.104404,19.920725
0,60.104401,19.920732
0,60.104397,19.920742
0,60.104393,19.920750
0,60.104393,19.920757
0,60.104389,19.920765
0,60.104385,19.920773
0,60.104382,19.920782
0,60.104378,19.920790
0,60.104374,19.920797
0,60.104374,19.920805
0,60.104370,19.920815
0,60.104366,19.920822
0,60.104362,19.920830
0,60.104359,19.920837
0,60.104355,19.920845
0,60.104351,19.920855
0,60.104347,19.920862
0,60.104347,19.920868
0,60.104343,19.920877
0,60.104340,19.920885
0,60.104336,19.920893
0,60.104332,19.920900
0,60.104328,19.920908
0,60.104324,19.920914
0,60.104321,19.920921
0,60.104317,19.920929
0,60.104313,19.920937
0,60.104313,19.920944
0,60.104309,19.920952
0,60.104305,19.920958
0,60.104301,19.920965
0,60.104298,19.920973
0,60.104294,19.920980
0,60.104290,19.920986
0,60.104286,19.920994
0,60.104282,19.921001
0,60.104279,19.921009
0,60.104279,19.921015
0,60.104275,19.921022
0,60.104271,19.921030
0,60.104267,19.921038
0,60.104263,19.921043
0,60.104259,19.921051
0,60.104256,19.921057
0,60.104256,19.921064
0,60.104252,19.921072
0,60.104248,19.921078
0,60.104244,19.921085
0,60.104240,19.921093
0,60.104237,19.921099
0,60.104233,19.921106
0,60.104229,19.921114
0,60.104225,19.921120
0,60.104225,19.921127
0,60.104221,19.921135
0,60.104218,19.921141
0,60.104214,19.921148
